,加权利率,品种,品种2,日期,时间,最新利率
1985,2.8510,DR007,1,09-30,17:00,3.0300
1986,3.0341,DR014,1,09-30,17:00,3.0400
1987,3.0540,DR021,1,09-30,17:00,3.0500
1988,3.1000,DR1M,1,09-30,17:00,3.1000
1989,3.0875,DR2M,1,09-30,17:00,3.1000
1990,2.8500,DR3M,1,09-30,17:00,2.8500
1991,2.6678,DIBO001,0,09-30,17:00,2.8430
1992,2.8636,DIBO007,0,09-30,17:00,2.8000
1993,3.0130,DIBO014,0,09-30,17:00,3.2000
1994,3.0131,DIBO021,0,09-30,17:00,3.0200
1995,3.4384,DIBO1M,0,09-30,17:00,3.0500
1996,3.0093,DIBO2M,0,09-30,17:00,2.9500
1997,2.9786,DIBO3M,0,09-30,17:00,3.0000
1998,2.6622,DR001,1,09-30,17:00,2.6600
1999,2.8510,DR007,1,09-30,17:00,3.0300
2000,3.0150,DIBO6M,0,09-25,17:00,3.0150
2001,3.0341,DR014,1,09-30,17:00,3.0400
2002,3.0540,DR021,1,09-30,17:00,3.0500
2003,3.1000,DR1M,1,09-30,17:00,3.1000
2004,3.0875,DR2M,1,09-30,17:00,3.1000
2005,2.8500,DR3M,1,09-30,17:00,2.8500
2006,2.6678,DIBO001,0,09-30,17:00,2.8430
2007,2.8636,DIBO007,0,09-30,17:00,2.8000
2008,3.0130,DIBO014,0,09-30,17:00,3.2000
2009,3.0131,DIBO021,0,09-30,17:00,3.0200
2010,3.4384,DIBO1M,0,09-30,17:00,3.0500
2011,4.2000,DIBO9M,0,09-25,17:00,4.2000
2012,3.0093,DIBO2M,0,09-30,17:00,2.9500
2013,2.9786,DIBO3M,0,09-30,17:00,3.0000
2014,2.6622,DR001,1,09-30,17:00,2.6600
2015,2.8510,DR007,1,09-30,17:00,3.0300
2016,3.0341,DR014,1,09-30,17:00,3.0400
2017,3.0540,DR021,1,09-30,17:00,3.0500
2018,3.1000,DR1M,1,09-30,17:00,3.1000
2019,3.0875,DR2M,1,09-30,17:00,3.1000
2020,2.8500,DR3M,1,09-30,17:00,2.8500
2021,2.6678,DIBO001,0,09-30,17:00,2.8430
2022,4.2000,DIBO1Y,0,09-25,17:00,4.2000
2023,2.8636,DIBO007,0,09-30,17:00,2.8000
2024,3.0130,DIBO014,0,09-30,17:00,3.2000
2025,3.0131,DIBO021,0,09-30,17:00,3.0200
2026,3.4384,DIBO1M,0,09-30,17:00,3.0500
2027,3.0093,DIBO2M,0,09-30,17:00,2.9500
2028,2.9786,DIBO3M,0,09-30,17:00,3.0000
2029,2.6622,DR001,1,09-30,17:00,2.6600
2030,2.8510,DR007,1,09-30,17:00,3.0300
2031,3.0341,DR014,1,09-30,17:00,3.0400
2032,3.0540,DR021,1,09-30,17:00,3.0500
2033,2.0153,DR001,1,09-25,17:00,2.0500
2034,3.1000,DR1M,1,09-30,17:00,3.1000
2035,3.0875,DR2M,1,09-30,17:00,3.1000
2036,2.8500,DR3M,1,09-30,17:00,2.8500
2037,2.6678,DIBO001,0,09-30,17:00,2.8430
2038,2.8636,DIBO007,0,09-30,17:00,2.8000
2039,3.0130,DIBO014,0,09-30,17:00,3.2000
2040,3.0131,DIBO021,0,09-30,17:00,3.0200
2041,3.4384,DIBO1M,0,09-30,17:00,3.0500
2042,3.0093,DIBO2M,0,09-30,17:00,2.9500
2043,2.9786,DIBO3M,0,09-30,17:00,3.0000
2044,2.4176,DR007,1,09-25,17:00,2.4100
2045,2.6622,DR001,1,09-30,17:00,2.6600
2046,2.8510,DR007,1,09-30,17:00,3.0300
2047,3.0341,DR014,1,09-30,17:00,3.0400
2048,3.0540,DR021,1,09-30,17:00,3.0500
2049,3.1000,DR1M,1,09-30,17:00,3.1000
2050,3.0875,DR2M,1,09-30,17:00,3.1000
2051,2.8500,DR3M,1,09-30,17:00,2.8500
2052,2.6678,DIBO001,0,09-30,17:00,2.8430
2053,2.8636,DIBO007,0,09-30,17:00,2.8000
2054,3.0130,DIBO014,0,09-30,17:00,3.2000
2055,2.9595,DR014,1,09-25,17:00,2.8500
2056,3.0131,DIBO021,0,09-30,17:00,3.0200
2057,3.4384,DIBO1M,0,09-30,17:00,3.0500
2058,3.0093,DIBO2M,0,09-30,17:00,2.9500
2059,2.9786,DIBO3M,0,09-30,17:00,3.0000
2060,2.6622,DR001,1,09-30,17:00,2.6600
2061,2.8510,DR007,1,09-30,17:00,3.0300
2062,3.0341,DR014,1,09-30,17:00,3.0400
2063,3.0540,DR021,1,09-30,17:00,3.0500
2064,3.1000,DR1M,1,09-30,17:00,3.1000
2065,3.0875,DR2M,1,09-30,17:00,3.1000
2066,2.9481,DR021,1,09-25,17:00,2.9000
2067,2.8500,DR3M,1,09-30,17:00,2.8500
2068,2.6678,DIBO001,0,09-30,17:00,2.8430
2069,2.8636,DIBO007,0,09-30,17:00,2.8000
2070,3.0130,DIBO014,0,09-30,17:00,3.2000
2071,3.0131,DIBO021,0,09-30,17:00,3.0200
2072,3.4384,DIBO1M,0,09-30,17:00,3.0500
2073,3.0093,DIBO2M,0,09-30,17:00,2.9500
2074,2.9786,DIBO3M,0,09-30,17:00,3.0000
2075,2.6622,DR001,1,09-30,17:00,2.6600
2076,2.8510,DR007,1,09-30,17:00,3.0300
2077,2.9297,DR1M,1,09-25,17:00,2.9000
2078,3.0341,DR014,1,09-30,17:00,3.0400
2079,3.0540,DR021,1,09-30,17:00,3.0500
2080,3.1000,DR1M,1,09-30,17:00,3.1000
2081,3.0875,DR2M,1,09-30,17:00,3.1000
2082,2.8500,DR3M,1,09-30,17:00,2.8500
2083,2.6678,DIBO001,0,09-30,17:00,2.8430
2084,2.8636,DIBO007,0,09-30,17:00,2.8000
2085,3.0130,DIBO014,0,09-30,17:00,3.2000
2086,3.0131,DIBO021,0,09-30,17:00,3.0200
2087,3.4384,DIBO1M,0,09-30,17:00,3.0500
2088,3.1137,DR2M,1,09-24,17:00,3.1000
2089,3.0093,DIBO2M,0,09-30,17:00,2.9500
2090,2.9786,DIBO3M,0,09-30,17:00,3.0000
2091,2.6622,DR001,1,09-30,17:00,2.6600
2092,2.8510,DR007,1,09-30,17:00,3.0300
2093,3.0341,DR014,1,09-30,17:00,3.0400
2094,3.0540,DR021,1,09-30,17:00,3.0500
2095,3.1000,DR1M,1,09-30,17:00,3.1000
2096,3.0875,DR2M,1,09-30,17:00,3.1000
2097,2.8500,DR3M,1,09-30,17:00,2.8500
2098,2.6678,DIBO001,0,09-30,17:00,2.8430
2099,2.8189,DR3M,1,09-25,17:00,2.8000
2100,2.8636,DIBO007,0,09-30,17:00,2.8000
2101,3.0130,DIBO014,0,09-30,17:00,3.2000
2102,3.0131,DIBO021,0,09-30,17:00,3.0200
2103,3.4384,DIBO1M,0,09-30,17:00,3.0500
2104,3.0093,DIBO2M,0,09-30,17:00,2.9500
2105,2.9786,DIBO3M,0,09-30,17:00,3.0000
2106,2.6622,DR001,1,09-30,17:00,2.6600
2107,2.8510,DR007,1,09-30,17:00,3.0300
2108,3.0341,DR014,1,09-30,17:00,3.0400
2109,3.0540,DR021,1,09-30,17:00,3.0500
2110,2.0539,DIBO001,0,09-25,17:00,2.0000
2111,3.1000,DR1M,1,09-30,17:00,3.1000
2112,3.0875,DR2M,1,09-30,17:00,3.1000
2113,2.8500,DR3M,1,09-30,17:00,2.8500
2114,2.6678,DIBO001,0,09-30,17:00,2.8430
2115,2.8636,DIBO007,0,09-30,17:00,2.8000
2116,3.0130,DIBO014,0,09-30,17:00,3.2000
2117,3.0131,DIBO021,0,09-30,17:00,3.0200
2118,3.4384,DIBO1M,0,09-30,17:00,3.0500
2119,3.0093,DIBO2M,0,09-30,17:00,2.9500
2120,2.9786,DIBO3M,0,09-30,17:00,3.0000
2121,2.7153,DIBO007,0,09-25,17:00,2.6500
2122,2.6622,DR001,1,09-30,17:00,2.6600
2123,2.8510,DR007,1,09-30,17:00,3.0300
2124,3.0341,DR014,1,09-30,17:00,3.0400
2125,3.0540,DR021,1,09-30,17:00,3.0500
2126,3.1000,DR1M,1,09-30,17:00,3.1000
2127,3.0875,DR2M,1,09-30,17:00,3.1000
2128,2.8500,DR3M,1,09-30,17:00,2.8500
2129,2.6678,DIBO001,0,09-30,17:00,2.8430
2130,2.8636,DIBO007,0,09-30,17:00,2.8000
2131,3.0130,DIBO014,0,09-30,17:00,3.2000
2132,3.0374,DIBO014,0,09-25,17:00,2.9000
2133,3.0131,DIBO021,0,09-30,17:00,3.0200
2134,3.4384,DIBO1M,0,09-30,17:00,3.0500
2135,3.0093,DIBO2M,0,09-30,17:00,2.9500
2136,2.9786,DIBO3M,0,09-30,17:00,3.0000
2137,2.6622,DR001,1,09-30,17:00,2.6600
2138,2.8510,DR007,1,09-30,17:00,3.0300
2139,3.0341,DR014,1,09-30,17:00,3.0400
2140,3.0540,DR021,1,09-30,17:00,3.0500
2141,3.1000,DR1M,1,09-30,17:00,3.1000
2142,3.0875,DR2M,1,09-30,17:00,3.1000
2143,3.1267,DIBO021,0,09-25,17:00,3.0000
2144,2.8500,DR3M,1,09-30,17:00,2.8500
2145,2.6678,DIBO001,0,09-30,17:00,2.8430
2146,2.8636,DIBO007,0,09-30,17:00,2.8000
2147,3.0130,DIBO014,0,09-30,17:00,3.2000
2148,3.0131,DIBO021,0,09-30,17:00,3.0200
2149,3.4384,DIBO1M,0,09-30,17:00,3.0500
2150,3.0093,DIBO2M,0,09-30,17:00,2.9500
2151,2.9786,DIBO3M,0,09-30,17:00,3.0000
2152,2.6622,DR001,1,09-30,17:00,2.6600
2153,2.8510,DR007,1,09-30,17:00,3.0300
2154,2.9780,DIBO1M,0,09-25,17:00,2.9500
2155,3.0341,DR014,1,09-30,17:00,3.0400
2156,3.0540,DR021,1,09-30,17:00,3.0500
2157,3.1000,DR1M,1,09-30,17:00,3.1000
2158,3.0875,DR2M,1,09-30,17:00,3.1000
2159,2.8500,DR3M,1,09-30,17:00,2.8500
2160,2.6678,DIBO001,0,09-30,17:00,2.8430
2161,2.8636,DIBO007,0,09-30,17:00,2.8000
2162,3.0130,DIBO014,0,09-30,17:00,3.2000
2163,3.0131,DIBO021,0,09-30,17:00,3.0200
2164,3.4384,DIBO1M,0,09-30,17:00,3.0500
2165,3.1568,DIBO2M,0,09-25,17:00,2.9000
2166,3.0093,DIBO2M,0,09-30,17:00,2.9500
2167,2.9786,DIBO3M,0,09-30,17:00,3.0000
2168,2.6622,DR001,1,09-30,17:00,2.6600
2169,2.8510,DR007,1,09-30,17:00,3.0300
2170,3.0341,DR014,1,09-30,17:00,3.0400
2171,3.0540,DR021,1,09-30,17:00,3.0500
2172,3.1000,DR1M,1,09-30,17:00,3.1000
2173,3.0875,DR2M,1,09-30,17:00,3.1000
2174,2.8500,DR3M,1,09-30,17:00,2.8500
2175,2.6678,DIBO001,0,09-30,17:00,2.8430
2176,2.8636,DIBO007,0,09-30,17:00,2.8000
2177,3.0130,DIBO014,0,09-30,17:00,3.2000
2178,3.0131,DIBO021,0,09-30,17:00,3.0200
2179,3.4384,DIBO1M,0,09-30,17:00,3.0500
2180,3.0093,DIBO2M,0,09-30,17:00,2.9500
2181,2.9786,DIBO3M,0,09-30,17:00,3.0000
2182,2.6622,DR001,1,09-30,17:00,2.6600
2183,2.8510,DR007,1,09-30,17:00,3.0300
2184,3.0341,DR014,1,09-30,17:00,3.0400
2185,3.0540,DR021,1,09-30,17:00,3.0500
2186,3.0150,DIBO6M,0,09-25,17:00,3.0150
2187,3.1000,DR1M,1,09-30,17:00,3.1000
2188,3.0875,DR2M,1,09-30,17:00,3.1000
2189,2.8500,DR3M,1,09-30,17:00,2.8500
2190,2.6678,DIBO001,0,09-30,17:00,2.8430
2191,2.8636,DIBO007,0,09-30,17:00,2.8000
2192,3.0130,DIBO014,0,09-30,17:00,3.2000
2193,3.0131,DIBO021,0,09-30,17:00,3.0200
2194,3.4384,DIBO1M,0,09-30,17:00,3.0500
2195,3.0093,DIBO2M,0,09-30,17:00,2.9500
2196,2.9786,DIBO3M,0,09-30,17:00,3.0000
2197,3.2380,DIBO021,0,09-24,17:00,3.1300
2198,2.9703,DR3M,1,09-24,17:00,3.0000
2199,4.2000,DIBO9M,0,09-25,17:00,4.2000
2200,2.6622,DR001,1,09-30,17:00,2.6600
2201,2.8510,DR007,1,09-30,17:00,3.0300
2202,3.0341,DR014,1,09-30,17:00,3.0400
2203,3.0540,DR021,1,09-30,17:00,3.0500
2204,3.1000,DR1M,1,09-30,17:00,3.1000
2205,3.0875,DR2M,1,09-30,17:00,3.1000
2206,2.8500,DR3M,1,09-30,17:00,2.8500
2207,2.6678,DIBO001,0,09-30,17:00,2.8430
2208,2.8636,DIBO007,0,09-30,17:00,2.8000
2209,3.0130,DIBO014,0,09-30,17:00,3.2000
2210,4.2000,DIBO1Y,0,09-25,17:00,4.2000
2211,3.0131,DIBO021,0,09-30,17:00,3.0200
2212,3.4384,DIBO1M,0,09-30,17:00,3.0500
2213,3.0093,DIBO2M,0,09-30,17:00,2.9500
2214,2.9786,DIBO3M,0,09-30,17:00,3.0000
2215,2.6622,DR001,1,09-30,17:00,2.6600
2216,2.8510,DR007,1,09-30,17:00,3.0300
2217,3.0341,DR014,1,09-30,17:00,3.0400
2218,3.0540,DR021,1,09-30,17:00,3.0500
2219,3.1000,DR1M,1,09-30,17:00,3.1000
2220,3.0875,DR2M,1,09-30,17:00,3.1000
2221,2.0153,DR001,1,09-25,17:00,2.0500
2222,2.8500,DR3M,1,09-30,17:00,2.8500
2223,2.6678,DIBO001,0,09-30,17:00,2.8430
2224,2.8636,DIBO007,0,09-30,17:00,2.8000
2225,3.0130,DIBO014,0,09-30,17:00,3.2000
2226,3.0131,DIBO021,0,09-30,17:00,3.0200
2227,3.4384,DIBO1M,0,09-30,17:00,3.0500
2228,3.0093,DIBO2M,0,09-30,17:00,2.9500
2229,2.9786,DIBO3M,0,09-30,17:00,3.0000
2230,2.6622,DR001,1,09-30,17:00,2.6600
2231,2.8510,DR007,1,09-30,17:00,3.0300
2232,2.4176,DR007,1,09-25,17:00,2.4100
2233,3.0341,DR014,1,09-30,17:00,3.0400
2234,3.0540,DR021,1,09-30,17:00,3.0500
2235,3.1000,DR1M,1,09-30,17:00,3.1000
2236,3.0875,DR2M,1,09-30,17:00,3.1000
2237,2.8500,DR3M,1,09-30,17:00,2.8500
2238,2.6678,DIBO001,0,09-30,17:00,2.8430
2239,2.8636,DIBO007,0,09-30,17:00,2.8000
2240,3.0130,DIBO014,0,09-30,17:00,3.2000
2241,3.0131,DIBO021,0,09-30,17:00,3.0200
2242,3.4384,DIBO1M,0,09-30,17:00,3.0500
2243,2.9595,DR014,1,09-25,17:00,2.8500
2244,3.0093,DIBO2M,0,09-30,17:00,2.9500
2245,2.9786,DIBO3M,0,09-30,17:00,3.0000
2246,2.6622,DR001,1,09-30,17:00,2.6600
2247,2.8510,DR007,1,09-30,17:00,3.0300
2248,3.0341,DR014,1,09-30,17:00,3.0400
2249,3.0540,DR021,1,09-30,17:00,3.0500
2250,3.1000,DR1M,1,09-30,17:00,3.1000
2251,3.0875,DR2M,1,09-30,17:00,3.1000
2252,2.8500,DR3M,1,09-30,17:00,2.8500
2253,2.6678,DIBO001,0,09-30,17:00,2.8430
2254,2.9481,DR021,1,09-25,17:00,2.9000
2255,2.8636,DIBO007,0,09-30,17:00,2.8000
2256,3.0130,DIBO014,0,09-30,17:00,3.2000
2257,3.0131,DIBO021,0,09-30,17:00,3.0200
2258,3.4384,DIBO1M,0,09-30,17:00,3.0500
2259,3.0093,DIBO2M,0,09-30,17:00,2.9500
2260,2.9786,DIBO3M,0,09-30,17:00,3.0000
2261,2.6622,DR001,1,09-30,17:00,2.6600
2262,2.8510,DR007,1,09-30,17:00,3.0300
2263,3.0341,DR014,1,09-30,17:00,3.0400
2264,3.0540,DR021,1,09-30,17:00,3.0500
2265,2.9297,DR1M,1,09-25,17:00,2.9000
2266,3.1000,DR1M,1,09-30,17:00,3.1000
2267,3.0875,DR2M,1,09-30,17:00,3.1000
2268,2.8500,DR3M,1,09-30,17:00,2.8500
2269,2.6678,DIBO001,0,09-30,17:00,2.8430
2270,2.8636,DIBO007,0,09-30,17:00,2.8000
2271,3.0130,DIBO014,0,09-30,17:00,3.2000
2272,3.0131,DIBO021,0,09-30,17:00,3.0200
2273,3.4384,DIBO1M,0,09-30,17:00,3.0500
2274,3.0093,DIBO2M,0,09-30,17:00,2.9500
2275,2.9786,DIBO3M,0,09-30,17:00,3.0000
2276,2.6622,DR001,1,09-30,17:00,2.6600
2277,2.8510,DR007,1,09-30,17:00,3.0300
2278,3.0341,DR014,1,09-30,17:00,3.0400
2279,3.0540,DR021,1,09-30,17:00,3.0500
2280,3.1000,DR1M,1,09-30,17:00,3.1000
2281,3.0875,DR2M,1,09-30,17:00,3.1000
2282,2.8500,DR3M,1,09-30,17:00,2.8500
2283,2.6678,DIBO001,0,09-30,17:00,2.8430
2284,2.8636,DIBO007,0,09-30,17:00,2.8000
2285,3.0130,DIBO014,0,09-30,17:00,3.2000
2286,2.8189,DR3M,1,09-25,17:00,2.8000
2287,3.0131,DIBO021,0,09-30,17:00,3.0200
2288,3.4384,DIBO1M,0,09-30,17:00,3.0500
2289,3.0093,DIBO2M,0,09-30,17:00,2.9500
2290,2.9786,DIBO3M,0,09-30,17:00,3.0000
2291,2.6622,DR001,1,09-30,17:00,2.6600
2292,2.8510,DR007,1,09-30,17:00,3.0300
2293,3.0341,DR014,1,09-30,17:00,3.0400
2294,3.0540,DR021,1,09-30,17:00,3.0500
2295,3.1000,DR1M,1,09-30,17:00,3.1000
2296,3.0875,DR2M,1,09-30,17:00,3.1000
2297,2.0539,DIBO001,0,09-25,17:00,2.0000
2298,2.8500,DR3M,1,09-30,17:00,2.8500
2299,2.6678,DIBO001,0,09-30,17:00,2.8430
2300,2.8636,DIBO007,0,09-30,17:00,2.8000
2301,3.0130,DIBO014,0,09-30,17:00,3.2000
2302,3.0131,DIBO021,0,09-30,17:00,3.0200
2303,3.4384,DIBO1M,0,09-30,17:00,3.0500
2304,3.0093,DIBO2M,0,09-30,17:00,2.9500
2305,2.9786,DIBO3M,0,09-30,17:00,3.0000
2306,2.6622,DR001,1,09-30,17:00,2.6600
2307,2.8510,DR007,1,09-30,17:00,3.0300
2308,3.5000,DR6M,1,09-24,17:00,3.5000
2309,2.7153,DIBO007,0,09-25,17:00,2.6500
2310,3.0341,DR014,1,09-30,17:00,3.0400
2311,3.0540,DR021,1,09-30,17:00,3.0500
2312,3.1000,DR1M,1,09-30,17:00,3.1000
2313,3.0875,DR2M,1,09-30,17:00,3.1000
2314,2.8500,DR3M,1,09-30,17:00,2.8500
2315,2.6678,DIBO001,0,09-30,17:00,2.8430
2316,2.8636,DIBO007,0,09-30,17:00,2.8000
2317,3.0130,DIBO014,0,09-30,17:00,3.2000
2318,3.0131,DIBO021,0,09-30,17:00,3.0200
2319,3.4384,DIBO1M,0,09-30,17:00,3.0500
2320,3.0374,DIBO014,0,09-25,17:00,2.9000
2321,3.0093,DIBO2M,0,09-30,17:00,2.9500
2322,2.9786,DIBO3M,0,09-30,17:00,3.0000
2323,2.6622,DR001,1,09-30,17:00,2.6600
2324,2.8510,DR007,1,09-30,17:00,3.0300
2325,3.0341,DR014,1,09-30,17:00,3.0400
2326,3.0540,DR021,1,09-30,17:00,3.0500
2327,3.1000,DR1M,1,09-30,17:00,3.1000
2328,3.0875,DR2M,1,09-30,17:00,3.1000
2329,2.8500,DR3M,1,09-30,17:00,2.8500
2330,2.6678,DIBO001,0,09-30,17:00,2.8430
2331,3.1267,DIBO021,0,09-25,17:00,3.0000
2332,2.8636,DIBO007,0,09-30,17:00,2.8000
2333,3.0130,DIBO014,0,09-30,17:00,3.2000
2334,3.0131,DIBO021,0,09-30,17:00,3.0200
2335,3.4384,DIBO1M,0,09-30,17:00,3.0500
2336,3.0093,DIBO2M,0,09-30,17:00,2.9500
2337,2.9786,DIBO3M,0,09-30,17:00,3.0000
2338,2.6622,DR001,1,09-30,17:00,2.6600
2339,2.8510,DR007,1,09-30,17:00,3.0300
2340,3.0341,DR014,1,09-30,17:00,3.0400
2341,3.0540,DR021,1,09-30,17:00,3.0500
2342,2.9780,DIBO1M,0,09-25,17:00,2.9500
2343,3.1000,DR1M,1,09-30,17:00,3.1000
2344,3.0875,DR2M,1,09-30,17:00,3.1000
2345,2.8500,DR3M,1,09-30,17:00,2.8500
2346,2.6678,DIBO001,0,09-30,17:00,2.8430
2347,2.8636,DIBO007,0,09-30,17:00,2.8000
2348,3.0130,DIBO014,0,09-30,17:00,3.2000
2349,3.0131,DIBO021,0,09-30,17:00,3.0200
2350,3.4384,DIBO1M,0,09-30,17:00,3.0500
2351,3.0093,DIBO2M,0,09-30,17:00,2.9500
2352,2.9786,DIBO3M,0,09-30,17:00,3.0000
2353,3.1568,DIBO2M,0,09-25,17:00,2.9000
2354,2.6622,DR001,1,09-30,17:00,2.6600
2355,2.8510,DR007,1,09-30,17:00,3.0300
2356,3.0341,DR014,1,09-30,17:00,3.0400
2357,3.0540,DR021,1,09-30,17:00,3.0500
2358,3.1000,DR1M,1,09-30,17:00,3.1000
2359,3.0875,DR2M,1,09-30,17:00,3.1000
2360,2.8500,DR3M,1,09-30,17:00,2.8500
2361,2.6678,DIBO001,0,09-30,17:00,2.8430
2362,2.8636,DIBO007,0,09-30,17:00,2.8000
2363,3.0130,DIBO014,0,09-30,17:00,3.2000
2364,3.0131,DIBO021,0,09-30,17:00,3.0200
2365,3.4384,DIBO1M,0,09-30,17:00,3.0500
2366,3.0093,DIBO2M,0,09-30,17:00,2.9500
2367,2.9786,DIBO3M,0,09-30,17:00,3.0000
2368,2.6622,DR001,1,09-30,17:00,2.6600
2369,2.8510,DR007,1,09-30,17:00,3.0300
2370,3.0341,DR014,1,09-30,17:00,3.0400
2371,3.0540,DR021,1,09-30,17:00,3.0500
2372,3.1000,DR1M,1,09-30,17:00,3.1000
2373,3.0875,DR2M,1,09-30,17:00,3.1000
2374,3.0150,DIBO6M,0,09-25,17:00,3.0150
2375,2.8500,DR3M,1,09-30,17:00,2.8500
2376,2.6678,DIBO001,0,09-30,17:00,2.8430
2377,2.8636,DIBO007,0,09-30,17:00,2.8000
2378,3.0130,DIBO014,0,09-30,17:00,3.2000
2379,3.0131,DIBO021,0,09-30,17:00,3.0200
2380,3.4384,DIBO1M,0,09-30,17:00,3.0500
2381,3.0093,DIBO2M,0,09-30,17:00,2.9500
2382,2.9786,DIBO3M,0,09-30,17:00,3.0000
2383,2.6622,DR001,1,09-30,17:00,2.6600
2384,2.8510,DR007,1,09-30,17:00,3.0300
2385,4.2000,DIBO9M,0,09-25,17:00,4.2000
2386,3.0341,DR014,1,09-30,17:00,3.0400
2387,3.0540,DR021,1,09-30,17:00,3.0500
2388,3.1000,DR1M,1,09-30,17:00,3.1000
2389,3.0875,DR2M,1,09-30,17:00,3.1000
2390,2.8500,DR3M,1,09-30,17:00,2.8500
2391,2.6678,DIBO001,0,09-30,17:00,2.8430
2392,2.8636,DIBO007,0,09-30,17:00,2.8000
2393,3.0130,DIBO014,0,09-30,17:00,3.2000
2394,3.0131,DIBO021,0,09-30,17:00,3.0200
2395,3.4384,DIBO1M,0,09-30,17:00,3.0500
2396,4.2000,DIBO1Y,0,09-25,17:00,4.2000
2397,3.0093,DIBO2M,0,09-30,17:00,2.9500
2398,2.9786,DIBO3M,0,09-30,17:00,3.0000
2399,2.6622,DR001,1,09-30,17:00,2.6600
2400,2.8510,DR007,1,09-30,17:00,3.0300
2401,3.0341,DR014,1,09-30,17:00,3.0400
2402,3.0540,DR021,1,09-30,17:00,3.0500
2403,3.1000,DR1M,1,09-30,17:00,3.1000
2404,3.0875,DR2M,1,09-30,17:00,3.1000
2405,2.8500,DR3M,1,09-30,17:00,2.8500
2406,2.6678,DIBO001,0,09-30,17:00,2.8430
2407,2.0153,DR001,1,09-25,17:00,2.0500
2408,2.8636,DIBO007,0,09-30,17:00,2.8000
2409,3.0130,DIBO014,0,09-30,17:00,3.2000
2410,3.0131,DIBO021,0,09-30,17:00,3.0200
2411,3.4384,DIBO1M,0,09-30,17:00,3.0500
2412,3.0093,DIBO2M,0,09-30,17:00,2.9500
2413,2.9786,DIBO3M,0,09-30,17:00,3.0000
2414,2.6622,DR001,1,09-30,17:00,2.6600
2415,2.8510,DR007,1,09-30,17:00,3.0300
2416,3.0341,DR014,1,09-30,17:00,3.0400
2417,3.0540,DR021,1,09-30,17:00,3.0500
2418,2.3753,DIBO001,0,09-24,17:00,2.3600
2419,2.4176,DR007,1,09-25,17:00,2.4100
2420,3.1000,DR1M,1,09-30,17:00,3.1000
2421,3.0875,DR2M,1,09-30,17:00,3.1000
2422,2.8500,DR3M,1,09-30,17:00,2.8500
2423,2.6678,DIBO001,0,09-30,17:00,2.8430
2424,2.8636,DIBO007,0,09-30,17:00,2.8000
2425,3.0130,DIBO014,0,09-30,17:00,3.2000
2426,3.0131,DIBO021,0,09-30,17:00,3.0200
2427,3.4384,DIBO1M,0,09-30,17:00,3.0500
2428,3.0093,DIBO2M,0,09-30,17:00,2.9500
2429,2.9786,DIBO3M,0,09-30,17:00,3.0000
2430,2.9595,DR014,1,09-25,17:00,2.8500
2431,2.6622,DR001,1,09-30,17:00,2.6600
2432,2.8510,DR007,1,09-30,17:00,3.0300
2433,3.0341,DR014,1,09-30,17:00,3.0400
2434,3.0540,DR021,1,09-30,17:00,3.0500
2435,3.1000,DR1M,1,09-30,17:00,3.1000
2436,3.0875,DR2M,1,09-30,17:00,3.1000
2437,2.8500,DR3M,1,09-30,17:00,2.8500
2438,2.6678,DIBO001,0,09-30,17:00,2.8430
2439,2.8636,DIBO007,0,09-30,17:00,2.8000
2440,3.0130,DIBO014,0,09-30,17:00,3.2000
2441,2.9481,DR021,1,09-25,17:00,2.9000
2442,3.0131,DIBO021,0,09-30,17:00,3.0200
2443,3.4384,DIBO1M,0,09-30,17:00,3.0500
2444,3.0093,DIBO2M,0,09-30,17:00,2.9500
2445,2.9786,DIBO3M,0,09-30,17:00,3.0000
2446,2.6622,DR001,1,09-30,17:00,2.6600
2447,2.8510,DR007,1,09-30,17:00,3.0300
2448,3.0341,DR014,1,09-30,17:00,3.0400
2449,3.0540,DR021,1,09-30,17:00,3.0500
2450,3.1000,DR1M,1,09-30,17:00,3.1000
2451,3.0875,DR2M,1,09-30,17:00,3.1000
2452,2.9297,DR1M,1,09-25,17:00,2.9000
2453,2.8500,DR3M,1,09-30,17:00,2.8500
2454,2.6678,DIBO001,0,09-30,17:00,2.8430
2455,2.8636,DIBO007,0,09-30,17:00,2.8000
2456,3.0130,DIBO014,0,09-30,17:00,3.2000
2457,3.0131,DIBO021,0,09-30,17:00,3.0200
2458,3.4384,DIBO1M,0,09-30,17:00,3.0500
2459,3.0093,DIBO2M,0,09-30,17:00,2.9500
2460,2.9786,DIBO3M,0,09-30,17:00,3.0000
2461,2.6622,DR001,1,09-30,17:00,2.6600
2462,2.8510,DR007,1,09-30,17:00,3.0300
2463,3.0341,DR014,1,09-30,17:00,3.0400
2464,3.0540,DR021,1,09-30,17:00,3.0500
2465,3.1000,DR1M,1,09-30,17:00,3.1000
2466,3.0875,DR2M,1,09-30,17:00,3.1000
2467,2.8500,DR3M,1,09-30,17:00,2.8500
2468,2.6678,DIBO001,0,09-30,17:00,2.8430
2469,2.8636,DIBO007,0,09-30,17:00,2.8000
2470,3.0130,DIBO014,0,09-30,17:00,3.2000
2471,3.0131,DIBO021,0,09-30,17:00,3.0200
2472,3.4384,DIBO1M,0,09-30,17:00,3.0500
2473,2.8189,DR3M,1,09-25,17:00,2.8000
2474,3.0093,DIBO2M,0,09-30,17:00,2.9500
2475,2.9786,DIBO3M,0,09-30,17:00,3.0000
